REGION, INSTITUTION NAME, INSTITUTION TYPE, PROVINCE, MUNICIPALITY/CITY
05 - Bicol Region,Camarines Norte State College-Mercedes Campus,SUC Satellite,Camarines Norte,Mercedes
05 - Bicol Region,Camarines Sur Polytechnic Colleges,SUC Main,Camarines Sur,Nabua
05 - Bicol Region,Ateneo de Naga University,Private HEI,Camarines Sur,Naga City
05 - Bicol Region,Bicol State College of Applied Sciences and Technology,SUC Main,Camarines Sur,Naga City
05 - Bicol Region,City College of Naga,LUC,Camarines Sur,Naga City
05 - Bicol Region,Universidad de Sta. Isabel,Private HEI,Camarines Sur,Naga City
05 - Bicol Region,Computer Communication Development Institute-Naga,Private HEI,Camarines Sur,Naga City
05 - Bicol Region,Holy Rosary Major Seminary,Private HEI,Camarines Sur,Naga City
05 - Bicol Region,Mariners' Polytechnic Colleges Foundation of Naga City,Private HEI,Camarines Sur,Naga City
05 - Bicol Region,Naga College Foundation,Private HEI,Camarines Sur,Naga City
05 - Bicol Region,Naga View Adventist College,Private HEI,Camarines Sur,Naga City
05 - Bicol Region,University of Nueva Caceres,Private HEI,Camarines Sur,Naga City
05 - Bicol Region,Worldtech Resources Foundation-Naga City,Private HEI,Camarines Sur,Naga City
05 - Bicol Region,AMA Computer College-Naga City,Private HEI,Camarines Sur,Naga City
05 - Bicol Region,Brentwood College of Asia International School,Private HEI,Camarines Sur,Naga City
05 - Bicol Region,Our Lady of the Most Holy Trinity College Seminary,Private HEI,Camarines Sur,Naga City
05 - Bicol Region,STI College-Naga City,Private HEI,Camarines Sur,Naga City
05 - Bicol Region,Mountview College,Private HEI,Camarines Sur,Naga City
05 - Bicol Region,Oas Community College,LUC,Albay,Oas
05 - Bicol Region,Catanduanes State University-Panganiban,SUC Satellite,Catanduanes,Panganiban
05 - Bicol Region,Central Bicol State University of Agriculture-Pasacao,SUC Satellite,Camarines Sur,Pasacao
05 - Bicol Region,Southern Luzon Technological College Foundation-Pilar,Private HEI,Sorsogon,Pilar
05 - Bicol Region,Pilar Community College,LUC,Sorsogon,Pilar
05 - Bicol Region,Central Bicol State University of Agriculture-Main,SUC Main,Camarines Sur,Pili
05 - Bicol Region,Pili Capital College,Private HEI,Camarines Sur,Pili
05 - Bicol Region,Philippine Computer Foundation College-Pili,Private HEI,Camarines Sur,Pili
05 - Bicol Region,West Coast College,Private HEI,Albay,Pioduran
05 - Bicol Region,Southern Luzon Technological College Foundation-Pioduran,Private HEI,Albay,Pioduran
05 - Bicol Region,Southern Masbate Roosevelt College,Private HEI,Masbate,Placer
05 - Bicol Region,Polangui Community College,LUC,Albay,Polangui
05 - Bicol Region,Bicol University-Polangui Campus,SUC Satellite,Albay,Polangui
05 - Bicol Region,Colegio De Sta. Monica of Polangui,Private HEI,Albay,Polangui
05 - Bicol Region,Computer Arts and Technological College-Polangui Campus,Private HEI,Albay,Polangui
05 - Bicol Region,Polytechnic University of the Philippines-Ragay,SUC Satellite,Camarines Sur,Ragay
05 - Bicol Region,Rapu-Rapu Community College,LUC,Albay,Rapu-Rapu
05 - Bicol Region,Partido State University-Sagñay Campus,SUC Satellite,Camarines Sur,Sagnay
05 - Bicol Region,BST Grace College,Private HEI,Camarines Sur,San Fernando
05 - Bicol Region,Liceo de San Jacinto Foundation,Private HEI,Masbate,San Jacinto
05 - Bicol Region,Partido State University-San Jose Campus,SUC Satellite,Camarines Sur,San Jose
05 - Bicol Region,Partido State University-Salogon Campus,SUC Satellite,Camarines Sur,San Jose
05 - Bicol Region,San Pascual Polytechnic College,LUC,Masbate,San Pascual
05 - Bicol Region,Central Bicol State University of Agriculture-Sipocot,SUC Satellite,Camarines Sur,Sipocot
05 - Bicol Region,Felix O. Alfelor Sr. Foundation College,Private HEI,Camarines Sur,Sipocot
05 - Bicol Region,King Thomas Learning Academy,Private HEI,Camarines Sur,Sipocot
05 - Bicol Region,Governor Mariano E. Villafuerte Community College-Siruma,LUC,Camarines Sur,Siruma
05 - Bicol Region,Aemilianum College,Private HEI,Sorsogon,Sorsogon City
05 - Bicol Region,Annunciation College of Bacon Sorsogon Unit,Private HEI,Sorsogon,Sorsogon City
05 - Bicol Region,Bicol Merchant Marine College,Private HEI,Sorsogon,Sorsogon City
05 - Bicol Region,St. Louise De Marillac College of Sorsogon,Private HEI,Sorsogon,Sorsogon City
05 - Bicol Region,Our Lady of Peñafrancia Seminary,Private HEI,Sorsogon,Sorsogon City
05 - Bicol Region,Sorsogon State University-Main,SUC Main,Sorsogon,Sorsogon City
05 - Bicol Region,Speed Computer College,Private HEI,Sorsogon,Sorsogon City
05 - Bicol Region,Sorsogon College of Criminology,Private HEI,Sorsogon,Sorsogon City
05 - Bicol Region,The Lewis College,Private HEI,Sorsogon,Sorsogon City
05 - Bicol Region,Computer Communication Development Institute-Sorsogon,Private HEI,Sorsogon,Sorsogon City
05 - Bicol Region,ACLC College of Sorsogon,Private HEI,Sorsogon,Sorsogon City
05 - Bicol Region,Lyceum of St. Dominic,Private HEI,Camarines Norte,Sta. Elena
05 - Bicol Region,Sta. Elena (Camarines Norte) College,Private HEI,Camarines Norte,Sta. Elena
05 - Bicol Region,Camarines Norte State College-Entienza Campus,SUC Satellite,Camarines Norte,Sta. Elena
05 - Bicol Region,Sta. Elena Institute of Science and Technology,Private HEI,Camarines Norte,Sta. Elena
05 - Bicol Region,Bicol University-Tabaco Campus,SUC Satellite,Albay,Tabaco City
05 - Bicol Region,Daniel B. Peña Memorial College Foundation,Private HEI,Albay,Tabaco City
05 - Bicol Region,Perpetual Help Paramedical School,Private HEI,Albay,Tabaco City
05 - Bicol Region,Polytechnic Institute of Tabaco,Private HEI,Albay,Tabaco City
05 - Bicol Region,Tabaco College,Private HEI,Albay,Tabaco City
05 - Bicol Region,Dr. Carlos S. Lanting College-Dr. Ruby Lanting Casaul Educational Foundation,Private HEI,Albay,Tabaco City
05 - Bicol Region,Amando Cope College,Private HEI,Albay,Tabaco City
05 - Bicol Region,Camarines Norte School of Law Arts and Sciences,Private HEI,Camarines Norte,Talisay
05 - Bicol Region,Lower Isarog Foundation Exponent,Private HEI,Camarines Sur,Tigaon
05 - Bicol Region,Siena College-Tigaon,Private HEI,Camarines Sur,Tigaon
05 - Bicol Region,Shepherdville College,Private HEI,Camarines Sur,Tigaon
05 - Bicol Region,Partido State University-Tinambac Campus,SUC Satellite,Camarines Sur,Tinambac
05 - Bicol Region,SPJ International Technology Institute,Private HEI,Camarines Sur,Tinambac
05 - Bicol Region,Governor Mariano E. Villafuerte Community College-Tinambac,LUC,Camarines Sur,Tinambac
05 - Bicol Region,Tiwi Community College,LUC,Albay,Tiwi
05 - Bicol Region,Our Lady of Salvation College,Private HEI,Albay,Tiwi
05 - Bicol Region,St. Francis Carraciolo Culinary Academy,Private HEI,Camarines Norte,Vinzons
05 - Bicol Region,Catanduanes Colleges,Private HEI,Catanduanes,Virac
05 - Bicol Region,Catanduanes State University-Main,SUC Main,Catanduanes,Virac
05 - Bicol Region,Christian Polytechnic Institute of Catanduanes,Private HEI,Catanduanes,Virac
06 - Western Visayas,Northern Iloilo State University-Ajuy Campus,SUC Satellite,Iloilo,Ajuy
06 - Western Visayas,Altavas College,LUC,Aklan,Altavas
06 - Western Visayas,Carlos Hilado Memorial State University-Bacolod Campus,SUC Satellite,Negros Occidental,Bacolod City
06 - Western Visayas,Colegio San Agustin-Bacolod,Private HEI,Negros Occidental,Bacolod City
06 - Western Visayas,John B. Lacson Colleges Foundation-Bacolod,Private HEI,Negros Occidental,Bacolod City
06 - Western Visayas,La Consolacion College-Bacolod,Private HEI,Negros Occidental,Bacolod City
06 - Western Visayas,Riverside College,Private HEI,Negros Occidental,Bacolod City
06 - Western Visayas,University of Negros Occidental-Recoletos,Private HEI,Negros Occidental,Bacolod City
06 - Western Visayas,University of Saint La Salle,Private HEI,Negros Occidental,Bacolod City
06 - Western Visayas,VMA Global College,Private HEI,Negros Occidental,Bacolod City
06 - Western Visayas,STI West Negros University,Private HEI,Negros Occidental,Bacolod City
06 - Western Visayas,Bacolod City College,LUC,Negros Occidental,Bacolod City
06 - Western Visayas,AMA Computer College-Bacolod,Private HEI,Negros Occidental,Bacolod City
06 - Western Visayas,Carlos Hilado Memorial State University-Alijis,SUC Satellite,Negros Occidental,Bacolod City
06 - Western Visayas,ABE International Business College-Bacolod City,Private HEI,Negros Occidental,Bacolod City
06 - Western Visayas,Convention Baptist Bible College,Private HEI,Negros Occidental,Bacolod City
06 - Western Visayas,Sacred Heart Seminary (Bacolod) School,Private HEI,Negros Occidental,Bacolod City
06 - Western Visayas,College of Arts and Sciences of Asia and the Pacific-Bacolod City,Private HEI,Negros Occidental,Bacolod City
06 - Western Visayas,Bago City College,LUC,Negros Occidental,Bago City
06 - Western Visayas,I-Tech College-Bago City,Private HEI,Negros Occidental,Bago City
06 - Western Visayas,Balete Community College,LUC,Aklan,Balete
06 - Western Visayas,Aklan State University-Banga Campus,SUC Main,Aklan,Banga
06 - Western Visayas,Iloilo State College of Fisheries-Main,SUC Main,Iloilo,Barotac Nuevo
06 - Western Visayas,Iloilo State College of Fisheries-Barotac Nuevo Campus,SUC Satellite,Iloilo,Barotac Nuevo
06 - Western Visayas,Iloilo Science and Technology University-Barotac Nuevo Campus,SUC Satellite,Iloilo,Barotac Nuevo
06 - Western Visayas,Northern Iloilo State University-Barotac Viejo Campus,SUC Satellite,Iloilo,Barotac Viejo
06 - Western Visayas,Northern Iloilo State University-Batad Campus,SUC Satellite,Iloilo,Batad
06 - Western Visayas,Batan Integrated College of Technology,LUC,Aklan,Batan
06 - Western Visayas,Binalbagan Catholic College,Private HEI,Negros Occidental,Binalbagan
06 - Western Visayas,Carlos Hilado Memorial State Universit -College of Fisheries-Binalbagan,SUC Satellite,Negros Occidental,Binalbagan
06 - Western Visayas,Guimaras State College-Main,SUC Main,Guimaras,Buenavista
06 - Western Visayas,GSEF College,Private HEI,Iloilo,Cabatuan
06 - Western Visayas,North Negros College,Private HEI,Negros Occidental,Cadiz City
06 - Western Visayas,Philippine Normal University-Cadiz,SUC Satellite,Negros Occidental,Cadiz City
06 - Western Visayas,CEDAR College,Private HEI,Negros Occidental,Cadiz City
06 - Western Visayas,Northern Negros State College of Science and Technology-Calatrava,SUC Satellite,Negros Occidental,Calatrava
06 - Western Visayas,West Visayas State University-Calinog Campus,SUC Satellite,Iloilo,Calinog
06 - Western Visayas,Central Philippines State University-Candoni,SUC Satellite,Negros Occidental,Candoni
06 - Western Visayas,Central Philippines State University-Cauayan Campus,SUC Satellite,Negros Occidental,Cauayan
06 - Western Visayas,Northern Iloilo State University-Concepcion Campus,SUC Satellite,Iloilo,Concepcion
06 - Western Visayas,Vicente A. Javier Memorial Community College,LUC,Antique,Culasi
06 - Western Visayas,Iloilo State College of Fisheries-Dingle Campus,SUC Satellite,Iloilo,Dingle
06 - Western Visayas,Iloilo State college of Fisheries-Dumangas Campus,SUC Satellite,Iloilo,Dumangas
06 - Western Visayas,Iloilo Science and Technology University-Dumangas Campus,SUC Satellite,Iloilo,Dumangas
06 - Western Visayas,Capiz State University-Dumarao Campus,SUC Satellite,Capiz,Dumarao
06 - Western Visayas,Northern Negros State College of Science and Technology-Escalante,SUC Satellite,Negros Occidental,Escalante City
06 - Western Visayas,Mount Carmel College,Private HEI,Negros Occidental,Escalante City
06 - Western Visayas,Northern Iloilo State University-Estancia Iloilo,SUC Main,Iloilo,Estancia
06 - Western Visayas,University of Antique - Hamtic,SUC Satellite,Antique,Hamtic
06 - Western Visayas,West Visayas State University-Himamaylan Campus Extension,SUC Satellite,Negros Occidental,Himamaylan City
06 - Western Visayas,Central Philippines State University-Hinigaran Campus,SUC Satellite,Negros Occidental,Hinigaran
06 - Western Visayas,Central Philippines State University-Hinoba-an Campus,SUC Satellite,Negros Occidental,Hinoba-an
06 - Western Visayas,Aklan State University-Ibajay Campus,SUC Satellite,Aklan,Ibajay
06 - Western Visayas,Central Philippines State University-Ilog Campus,SUC Satellite,Negros Occidental,Ilog
06 - Western Visayas,ACSI College Iloilo,Private HEI,Iloilo,Iloilo City
06 - Western Visayas,Cabalum Western College,Private HEI,Iloilo,Iloilo City
06 - Western Visayas,Central Philippine University,Private HEI,Iloilo,Iloilo City
06 - Western Visayas,Colegio de San Jose-Jaro,Private HEI,Iloilo,Iloilo City
06 - Western Visayas,Colegio del Sagrado Corazon de Jesus,Private HEI,Iloilo,Iloilo City
06 - Western Visayas,Iloilo Doctors' College,Private HEI,Iloilo,Iloilo City
06 - Western Visayas,Iloilo Doctors' College of Medicine,Private HEI,Iloilo,Iloilo City
06 - Western Visayas,John B. Lacson Foundation Maritime University-Molo,Private HEI,Iloilo,Iloilo City
06 - Western Visayas,John B. Lacson Foundation Maritime University-Arevalo,Private HEI,Iloilo,Iloilo City
06 - Western Visayas,St. Paul University of Iloilo,Private HEI,Iloilo,Iloilo City
06 - Western Visayas,St. Vincent Ferrer Seminary,Private HEI,Iloilo,Iloilo City
06 - Western Visayas,University of Iloilo,Private HEI,Iloilo,Iloilo City
06 - Western Visayas,University of San Agustin,Private HEI,Iloilo,Iloilo City
06 - Western Visayas,West Visayas State University-Main,SUC Main,Iloilo,Iloilo City
06 - Western Visayas,Western Institute of Technology,Private HEI,Iloilo,Iloilo City
06 - Western Visayas,Iloilo Science and Technology University-Main,SUC Main,Iloilo,Iloilo City
06 - Western Visayas,AMA Computer College-Iloilo,Private HEI,Iloilo,Iloilo City
06 - Western Visayas,Interface Computer College-Iloilo,Private HEI,Iloilo,Iloilo City
06 - Western Visayas,St. Therese-MTC Colleges-La Fiesta,Private HEI,Iloilo,Iloilo City
06 - Western Visayas,Integrated Midwives Association of the Philippines Foundation School of Midwifery,Private HEI,Iloilo,Iloilo City
06 - Western Visayas,St. Therese-MTC Colleges-Magdalo,Private HEI,Iloilo,Iloilo City
06 - Western Visayas,ABE International Business College-Iloilo,Private HEI,Iloilo,Iloilo City
06 - Western Visayas,ACLC College of Iloilo,Private HEI,Iloilo,Iloilo City
06 - Western Visayas,Santa Isabel College of Iloilo City,Private HEI,Iloilo,Iloilo City
06 - Western Visayas,Hua Siong College of Iloilo,Private HEI,Iloilo,Iloilo City
06 - Western Visayas,Iloilo City Community College,LUC,Iloilo,Iloilo City
06 - Western Visayas,La Consolacion College-Isabela,Private HEI,Negros Occidental,Isabela
06 - Western Visayas,St. Vincent College of Business and Accountancy,Private HEI,Capiz,Ivisan
06 - Western Visayas,West Visayas State University-Janiuay Campus,SUC Satellite,Iloilo,Janiuay
06 - Western Visayas,Guimaras State College-Mosqueda,SUC Satellite,Guimaras,Jordan
06 - Western Visayas,Fellowship Baptist College Of Kabankalan,Private HEI,Negros Occidental,Kabankalan City
06 - Western Visayas,Central Philippines State University-Main Campus,SUC Main,Negros Occidental,Kabankalan City
06 - Western Visayas,Southland College of Kabankalan City,Private HEI,Negros Occidental,Kabankalan City
06 - Western Visayas,Kabankalan Catholic College,Private HEI,Negros Occidental,Kabankalan City 
06 - Western Visayas,Aklan Catholic College,Private HEI,Aklan,Kalibo
06 - Western Visayas,Aklan Polytechnic College,Private HEI,Aklan,Kalibo
06 - Western Visayas,Garcia College of Technology,Private HEI,Aklan,Kalibo
06 - Western Visayas,Northwestern Visayan Colleges,Private HEI,Aklan,Kalibo
06 - Western Visayas,Aklan State University-Kalibo Campus,SUC Satellite,Aklan,Kalibo
06 - Western Visayas,Saint Gabriel College,Private HEI,Aklan,Kalibo
06 - Western Visayas,STI College-Kalibo,Private HEI,Aklan,Kalibo
06 - Western Visayas,La Carlota City College,LUC,Negros Occidental,La Carlota City
06 - Western Visayas,West Visayas State University-Lambunao Campus,SUC Satellite,Iloilo,Lambunao
06 - Western Visayas,West Visayas State University-College of Agriculture and Forestry Lambunao,SUC Satellite,Iloilo,Lambunao
06 - Western Visayas,St. Vincent College of Science and Technology,Private HEI,Iloilo,Leganes
06 - Western Visayas,Northern Iloilo State University-Lemery Campus,SUC Satellite,Iloilo,Lemery
06 - Western Visayas,Iloilo Science and Technology University-Leon Campus,SUC Satellite,Iloilo,Leon
06 - Western Visayas,Libacao College of Science and Technology,LUC,Aklan,Libacao
06 - Western Visayas,Aklan State University-Makato,SUC Satellite,Aklan,Makato
06 - Western Visayas,Malay College,LUC,Aklan,Malay
06 - Western Visayas,Capiz State University-Poblacion Mambusao,SUC Satellite,Capiz,Mambusao
06 - Western Visayas,Iloilo Science and Technology University-Miagao Campus,SUC Satellite,Iloilo,Miagao
06 - Western Visayas,University of The Philippines-Visayas,SUC Satellite,Iloilo,Miagao
06 - Western Visayas,Central Philippines State University-Moises Padilla Campus,SUC Satellite,Negros Occidental,Moises Padilla
06 - Western Visayas,Central Philippine Adventist College,Private HEI,Negros Occidental,Murcia
06 - Western Visayas,Catholic Ming Yuan College,Private HEI,Negros Occidental,Murcia
06 - Western Visayas,Aklan State University-New Washington,SUC Satellite,Aklan,New Washington
06 - Western Visayas,Philippine College of Business and Accountancy,Private HEI,Guimaras,Nueva Valencia
06 - Western Visayas,Santo Niño Seminary,Private HEI,Aklan,Numancia
06 - Western Visayas,Pandan Bay Institute,Private HEI,Antique,Pandan
06 - Western Visayas,Passi City College,LUC,Iloilo,Passi City
06 - Western Visayas,Iloilo Merchant Marine School,Private HEI,Iloilo,Pavia
